Euring;Sortering;Artnavn;Latin;English;Status;Type
LE032;8820;"Det Hvide L";"Nymphalis vaualbum";"False Comma";X;andre_dyr
LE033;8830;Sørgekåbe;"Nymphalis antiopa";"Camberwell Beauty";X;andre_dyr
LE034;8840;Dagpåfugleøje;"Inachis io";"Peacock Butterfly";X;andre_dyr
LE035;8850;Admiral;"Vanessa atalanta";"Red Admiral";X;andre_dyr
LE036;8860;Tidselsommerfugl;"Vanessa cardui";"Painted Lady";X;andre_dyr
LE037;8870;"Nældens Takvinge";"Aglais urticae";"Small Tortoiseshell";X;andre_dyr
LE038;8880;"Det Hvide C";"Polygonia c-album";"Comma Butterfly";X;andre_dyr
LE039;8890;Nældesommerfugl;"Araschnia levana";"Map Butterfly";X;andre_dyr
LE040;8900;Kejserkåbe;"Argynnis paphia";"Silver-washed Fritillary";X;andre_dyr
LE041;8910;"Østlig Perlemorsommerfugl";"Argynnis laodice";"Pallas Fritillary";X;andre_dyr
LE042;8920;Markperlemorsommerfugl;"Argynnis aglaja";"Dark Green Fritillary";X;andre_dyr
LE043;8930;Skovperlemorsommerfugl;"Argynnis adippe";"High Brown Fritillary";X;andre_dyr
LE044;8940;Klitperlemorsommerfugl;"Argynnis niobe";"Niobe Fritillary";X;andre_dyr
LE045;8950;"Storplettet Perlemorsommerfugl";"Issoria lathonia";"Queen of Spain Fritillary";X;andre_dyr
LE046;8960;Engperlemorsommerfugl;"Brenthis ino";"Lesser Marbled Fritillary";X;andre_dyr
LE047;8970;Moseperlemorsommerfugl;"Boloria aquilonaris";"Cranberry Fritillary";X;andre_dyr
LE048;8980;"Brunlig Perlemorsommerfugl";"Boloria selene";"Small Pearl-bordered Fritillary";X;andre_dyr
LE049;8990;"Rødlig Perlemorsommerfugl";"Boloria euphrosyne";"Pearl-bordered Fritillary";X;andre_dyr
LE050;9000;"Okkergul Pletvinge";"Melitaea cinxia";"Glanville Fritillary";X;andre_dyr
LE051;9010;"Mørk Pletvinge";"Melitaea diamina";"False Heath Fritillary";X;andre_dyr
LE052;9020;"Brun Pletvinge";"Mellicta athalia";"Heath Fritillary";X;andre_dyr
LE053;9030;Askepletvinge;"Euphydryas maturna";"Scarce Fritillary";X;andre_dyr
LE054;9040;Hedepletvinge;"Euphydryas aurinia";"Marsh Fritillary";X;andre_dyr
LE055;9050;Sandrandøje;"Hipparchia semele";Grayling;X;andre_dyr
LE056;9060;Skov-bjergrandøje;"Erebia ligea";"Arran Brown";X;andre_dyr
LE057;9070;Græsrandøje;"Maniola jurtina";"Meadow Brown";X;andre_dyr
LE058;9080;Engrandøje;"Aphantopus hyperantus";Ringlet;X;andre_dyr
LE059;9090;Buskrandøje;"Pyronia tithonus";Gatekeeper;X;andre_dyr
LE060;9100;Moserandøje;"Coenonympha tullia";"Large Heath";X;andre_dyr
LE061;9110;"Okkergul Randøje";"Coenonympha pamphilus";"Small Heath";X;andre_dyr
LE062;9120;Perlemorrandøje;"Coenonympha arcania";"Pearly Heath";X;andre_dyr
LE063;9130;Herorandøje;"Coenonympha hero";"Scarce Heath";X;andre_dyr
LE064;9140;Skovrandøje;"Pararge aegeria";"Speckled Wood";X;andre_dyr
LE065;9150;Vejrandøje;"Lasiommata megera";"Wall Brown";X;andre_dyr
LE066;9160;Skov-vejrandøje;"Lasiommata maera";"Large Wall Brown";X;andre_dyr
LE067;9170;Bjerg-vejrandøje;"Lasiommata petropolitana";"Northern Wall Brown";X;andre_dyr
LE264;9180;Skakbrætrandøje;"Melanargia galathea";"Marbled White";X;andre_dyr
LE068;9190;Terningsommerfugl;"Hamearis lucina";"Duke  of Burgundy";X;andre_dyr
LE069;9200;Guldhale;"Thecla betulae";"Brown Hairstreak";X;andre_dyr
LE070;9210;Blåhale;"Neozephyrus quercus";"Purple Hairstreak";X;andre_dyr
LE071;9220;"Det Hvide W";"Satyrium w-album";"White-letter Hairstreak";X;andre_dyr
LE072;9230;Egesommerfugl;"Satyrium ilicis";"Ilex Hairstreak";X;andre_dyr
LE073;9240;Slåensommerfugl;"Satyrium pruni";"Black Hairstreak";X;andre_dyr
LE074;9250;"Grøn Busksommerfugl";"Callophrys rubi";"Green Hairstreak";X;andre_dyr
LE075;9260;"Lille Ildfugl";"Lycaena phlaeas";"Small Copper";X;andre_dyr
LE076;9270;"Stor Ildfugl";"Lycaena dispar";"Large Copper";X;andre_dyr
LE077;9280;Dukatsommerfugl;"Lycaena virgaureae";"Scarce Copper";X;andre_dyr
LE078;9290;"Sort Ildfugl";"Lycaena tityrus";"Sooty Copper";X;andre_dyr
LE079;9300;"Violet Ildfugl";"Lycaena alciphron";"Purple-shot Copper";X;andre_dyr
LE080;9310;"Violetrandet Ildfugl";"Lycaena hippothoe";"Purple-edged Copper";X;andre_dyr
LE081;9320;Dværgblåfugl;"Cupido minimus";"Little Blue";X;andre_dyr
LE082;9330;Skovblåfugl;"Celastrina argiolus";"Holly Blue";X;andre_dyr
LE083;9340;Kløverblåfugl;"Glaucopsyche alexis";"Green-underside Blue";X;andre_dyr
LE084;9350;Ensianblåfugl;"Maculinea alcon";"Alcon Blue";X;andre_dyr
LE085;9360;"Sortplettet Blåfugl";"Maculinea arion";"Large Blue";X;andre_dyr
LE086;9370;Engblåfugl;"Polyommatus semiargus";"Mazarine Blue";X;andre_dyr
LE087;9380;"Almindelig Blåfugl";"Polyommatus icarus";"Common Blue";X;andre_dyr
LE088;9390;Isblåfugl;"Polyommatus amandus";"Amandas Blue";X;andre_dyr
LE089;9400;"Rødplettet Blåfugl";"Aricia agestis";"Brown Argus";X;andre_dyr
LE090;9410;"Sortbrun Blåfugl";"Aricia artaxerxes";"Mountain Argus";X;andre_dyr
LE091;9420;Bølleblåfugl;"Plebeius optilete";"Cranberry Blue";X;andre_dyr
LE092;9430;Argusblåfugl;"Plebeius argus";"Silver-studded Blue";X;andre_dyr
LE093;9440;"Foranderlig Blåfugl";"Plebeius idas";"Idas Blue";X;andre_dyr
LE094;9450;Ilia;"Apatura ilia";"Lesser Purple Emperor";X;andre_dyr
LE199;9460;"Sommerfugl sp.";Lepidoptera;"Butterflies sp.";X;andre_dyr
LE200;9470;"Seksplettet Køllesværmer";"Zygaena filipendulae";"Six-spot Blue";X;andre_dyr
LE266;9480;Engkøllesværmer;"Zygaena trifolii";"Five-spot Burnet";X;andre_dyr
LE267;9490;"Femplettet Køllesværmer";"Zygaena lonicerae";"Narrow-bordered Five-spot Burnet";X;andre_dyr
LE268;9500;"Kobberbrun Køllesværmer";"Rhagades pruni";"Blackthorn Aurora Moth";X;andre_dyr
LE269;9510;"Lille Køllesværmer";"Zygaena viciae";"New Forest Burnet";X;andre_dyr
LE265;9520;Timiankøllesværmer;"Zygaena purpuralis";"Transparent Burnet";X;andre_dyr
LE270;9530;Pimpinellekøllesværmer;"Zygaena minos";"Minos Burnet";X;andre_dyr
LE201;9540;Metalvinge;"Adscita statices";"The Forester";X;andre_dyr
LE202;9550;Egespinder;"Lasiocampa quercus";"Oak Eggar";X;andre_dyr
LE203;9560;Græsspinder;"Euthrix potatoria";"The Drinker";X;andre_dyr
LE204;9570;Brombærspinder;"Macrothylacia rubi";"Fox Moth";X;andre_dyr
LE205;9580;Fyrrespinder;"Dendrolimus pini";"Pine-tree lapet";X;andre_dyr
LE206;9590;Ringspinder;"Malacosoma neustria";"The Lackey";X;andre_dyr
LE207;9600;Poppelspinder;"Poecilocampa populi";"December Moth";X;andre_dyr
LE208;9610;"Lille Natpåfugleøje";"Saturnia pavonia";"Emperor Moth";X;andre_dyr
LE209;9620;Sømplet;"Aglia tau";"Tau Emperor";X;andre_dyr
LE210;9630;Lindesværmer;"Mimas tiliae";"Lime Hawk-moth";X;andre_dyr
LE211;9640;Poppelsværmer;"Laothoe populi";"Poplar Hawk-moth";X;andre_dyr
LE212;9650;Fyrresværmer;"Hyloicus pinastri";"Pine Hawk-moth";X;andre_dyr
LE213;9660;Aftenpåfugleøje;"Smerinthus ocellata";"Eyed Hawk-moth";X;andre_dyr
LE214;9670;Ligustersværmer;"Sphinx ligustri";"Prived Hawk-moth";X;andre_dyr
LE215;9680;Snerlesværmer;"Agrius convolvuli";"Convolvulus Hawk-moth";X;andre_dyr
LE216;9690;Dødningehoved;"Acherontia atropos";"Deaths-head Hawk-moth";X;andre_dyr
LE217;9700;Oleandersværmer;"Daphnis nerii";"Oleander Hawk-moth";X;andre_dyr
LE218;9710;Vortemælksværmer;"Hyles euphorbiae";"Spurge Hawk-moth";X;andre_dyr
LE219;9720;Snerresværmer;"Hyles gallii";"Bedstraw Hawk-moth";X;andre_dyr
LE220;9730;Dueurtsværmer;"Deilephila elpenor";"Elephant Hawk-moth";X;andre_dyr
LE221;9740;"Lille Vinsværmer";"Deilephila porcellus";"Small Elephant Hawk-moth";X;andre_dyr
LE222;9750;Humlebisværmer;"Hemaris fuciformis";"Broad-bordered Bee Hawk-moth";X;andre_dyr
LE223;9760;Duehale;"Macroglossum stellatarum";"Hummingbird Hawk-moth";X;andre_dyr
LE224;9770;Hermelinskåbe;"Cerura vinula";"Puss Moth";X;andre_dyr
LE225;9780;Bøgespinder;"Stauropus fagi";"Lobster Moth";X;andre_dyr
LE226;9790;Måneplet;"Phalera bucephala";Buff-tip;X;andre_dyr
LE227;9800;"Lille Måneplet";"Clostera curtula";Chocolate-tip;X;andre_dyr
LE228;9810;Porcelænsspinder;"Pheosia tremula";"Swallow Prominent";X;andre_dyr
LE229;9820;Zigzagspinder;"Eligmodonta ziczac";"Pebble Prominent";X;andre_dyr
LE230;9830;Kamelspinder;"Ptilodon capucina";"Coxcomb Prominent";X;andre_dyr
LE231;9840;Bøgenonne;"Calliteara pudibunda";"Pale Tussock";X;andre_dyr
LE232;9850;"Lille Penselspinder";"Orgyia antiqua";"The Vapourer";X;andre_dyr
LE233;9860;Gulhale;"Euproctis similis";Yellow-tail;X;andre_dyr
LE234;9870;Nonne;"Lymantria monacha";"Black Arches";X;andre_dyr
LE235;9880;"Brun Bjørnespinder";"Arctia caja";"Garden Tiger";X;andre_dyr
LE236;9890;Skovbjørn;"Parasemia plantaginis";"Wood Tiger";X;andre_dyr
LE237;9900;Jomfrubjørn;"Callimorpha dominula";"Scarlet Tiger";X;andre_dyr
LE238;9910;Kanelbjørn;"Phragmatobia fuliginosa";"Ruby Tiger";X;andre_dyr
LE239;9920;"Hvid Tigerspinder";"Spilosoma lubricipeda";"White Ermine";X;andre_dyr
LE240;9930;"Gul Tigerspinder";"Spilosoma lutea";"Buff Ermine";X;andre_dyr
LE241;9940;"Grå Tigerspinder";"Diaphora mendica";"Muslin Moth";X;andre_dyr
LE242;9950;Smutugle;"Noctua pronuba";"Large Yellow Underwing";X;andre_dyr
LE243;9960;"Gul Båndugle";"Noctua fimbriata";"Broad-bordered Yellow Underwing";X;andre_dyr
LE244;9970;"Violetgrå Båndugle";"Noctua janthina";"Lesser Broad-bordered Yellow Underwing";X;andre_dyr
LE245;9980;Lyngugle;"Anarta myrtilli";"Beautiful Yellow Underwing";X;andre_dyr
LE246;9990;"Rødt Ordensbånd";"Catocala nupta";"Red Underwing";X;andre_dyr
LE247;10000;Gammaugle;"Autographa gamma";"Silver Y";X;andre_dyr
LE248;10010;Skræpperodæder;"Triodia sylvina";"Orange Swift";X;andre_dyr
LE249;10020;Konvalrodæder;"Pharmacis lupulina";"Common Swift";X;andre_dyr
LE250;10030;Blodplet;"Tyria jacobaeae";"Cinnabar Moth";X;andre_dyr
LE251;10040;"Okkergul Bladmåler";"Camptogramma bilineata";"Yellow Shell";X;andre_dyr
LE252;10050;Hvidvingemåler;"Siona lineata";"Black-veined Moth";X;andre_dyr
LE253;10060;"Sort Måler";"Odezia atrata";"Chimney Sweeper";X;andre_dyr
LE254;10070;Syremåler;"Timandra comae";Blood-vein;X;andre_dyr
LE255;10080;Vinkelengmåler;"Idaea aversata";"Riband Wave";X;andre_dyr
LE256;10090;"Almindelig Spidsvingemåler";"Scotopteryx chenopodiata";"Shaded Broad-bar";X;andre_dyr
LE257;10100;Frugttræ-Barkmåler;"Peribatodes rhomboidaria";"Willow Beauty";X;andre_dyr
LE258;10110;Natsvalehale;"Ourapteryx sambucaria";"Swallow-tailed Moth";X;andre_dyr
LE259;10120;Rodugle;"Apamea monoglypha";"Dark Arches";X;andre_dyr
LE260;10130;Agatugle;"Phlogophora meticulosa";"Angle Shades";X;andre_dyr
LE261;10140;Næbugle;"Hypena proboscidalis";"The Snout";X;andre_dyr
LE262;10150;Husmoderugle;"Scoliopteryx libatrix";"The Herald";X;andre_dyr
LE309;10160;"Sommerfugl/Natsværmer sp.";Lepidoptera;"Butterflies and Moths sp.";X;andre_dyr
MA001;10170;Pindsvin;"Erinaceus europaeus";Hedgehog;X;andre_dyr
MA002;10180;Muldvarp;"Talpa europaea";"European Mole";X;andre_dyr
MA003;10190;"Almindelig Spidsmus";"Sorex araneus";"Eurasian Common Shrew";X;andre_dyr
MA004;10200;Dværgspidsmus;"Sorex minutus";"Eurasian Pygmy Shrew";X;andre_dyr
MA005;10210;Vandspidsmus;"Neomys fodiens";"Eurasian Water Shrew";X;andre_dyr
MA085;10220;"Hvidtandet Spidsmus";"Crocidura suaveolens";"Lesser White-toothed Shrew";X;andre_dyr
MA006;10230;Brunflagermus;"Nyctalus noctula";Noctule;X;andre_dyr
MA007;10240;Sydflagermus;"Eptesicus serotinus";Serotine;X;andre_dyr
MA008;10250;Nordflagermus;"Eptesicus nilssonii";"Northern Bat";X;andre_dyr
MA009;10260;Skimmelflagermus;"Vespertilio murinus";"Parti-coloured Bat";X;andre_dyr
MA010;10270;"Langøret Flagermus";"Plecotus auritus";"Brown Long-eared Bat";X;andre_dyr
MA011;10280;"Bredøret Flagermus";"Barbastella barbastellus";"Western Barbastella";X;andre_dyr
MA012;10290;"Pipistrelflagermus/Dværgflagermus sp.";"Pipistrellus pipistrellus/P. pygmaeus sp.";"Common Pipistrelle/Soprano Pipistrelle sp.";X;andre_dyr
MA013;10300;Troldflagermus;"Pipistrellus nathusii";"Nathusius Pipistrelle";X;andre_dyr
MA014;10310;Frynseflagermus;"Myotis nattereri";"Natterers Bat";X;andre_dyr
MA015;10320;"Bechsteins Flagermus";"Myotis bechsteinii";"Bechsteins Bat";X;andre_dyr
MA016;10330;"Brandts Flagermus";"Myotis brandtii";"Brandts Bat";X;andre_dyr
MA017;10340;Skægflagermus;"Myotis mystacinus";"Whiskered Bat";X;andre_dyr
MA018;10350;Vandflagermus;"Myotis daubentonii";"Daubentons Bat";X;andre_dyr
MA019;10360;Damflagermus;"Myotis dasycneme";"Pond Bat";X;andre_dyr
MA020;10370;Hare;"Lepus europaeus";"Brown Hare";X;andre_dyr
MA021;10380;Vildkanin;"Oryctolagus cuniculus";Rabbit;X;andre_dyr
MA022;10390;Egern;"Sciurus vulgaris";"Red Squirrel";X;andre_dyr
MA023;10400;Hasselmus;"Muscardinus avellanarius";"Hazel Dormouse";X;andre_dyr
MA024;10410;Birkemus;"Sicista betulina";"Northern Birch Mouse";X;andre_dyr
MA025;10420;"Brun Rotte";"Rattus norvegicus";"Brown Rat";X;andre_dyr
MA026;10430;Husrotte;"Rattus rattus";"Black Rat";X;andre_dyr
MA027;10440;Husmus;"Mus musculus/domesticus";"House Mouse";X;andre_dyr
MA028;10450;Halsbåndmus;"Apodemus flavicollis";"Yellow-necked Mouse";X;andre_dyr
MA029;10460;Skovmus;"Apodemus sylvaticus";"Wood Mouse";X;andre_dyr
MA030;10470;Brandmus;"Apodemus agrarius";"Striped Field Mouse";X;andre_dyr
MA031;10480;Dværgmus;"Micromys minutus";"Harvest Mouse";X;andre_dyr
MA032;10490;Mosegris;"Arvicola terrestris";"European Water Vole";X;andre_dyr
MA033;10500;Nordmarkmus;"Microtus agrestis";"Field Vole";X;andre_dyr
MA034;10510;Sydmarkmus;"Microtus arvalis";"Common Vole";X;andre_dyr
MA035;10520;"Markmus sp.";"Microtus agrestis/arvalis";"Field Vole/Common Vole";X;andre_dyr
MA036;10530;Rødmus;"Clethrionomys glareolus";"Bank Vole";X;andre_dyr
MA037;10540;Bisamrotte;"Ondatra zibethicus";"Musk Rat";X;andre_dyr
MA038;10550;Ræv;"Vulpes vulpes";"Red Fox";X;andre_dyr
MA039;10560;Grævling;"Meles meles";"Eurasian Badger";X;andre_dyr
MA040;10570;Husmår;"Martes foina";"Beech Marten";X;andre_dyr
MA041;10580;Skovmår;"Martes martes";"Pine Marten";X;andre_dyr
MA042;10590;Ilder;"Mustela putorius";Polecat;X;andre_dyr
MA043;10600;Mink;"Mustela vison";"American Mink";X;andre_dyr
MA044;10610;Lækat;"Mustela erminea";Stoat;X;andre_dyr
MA045;10620;Brud;"Mustela nivalis";Weasel;X;andre_dyr
MA046;10630;Odder;"Lutra lutra";"European Otter";X;andre_dyr
MA047;10640;Kat;"Felis catus";"Domestic Cat";X;andre_dyr
MA048;10650;Vaskebjørn;"Procyon lotor";Racoon;X;andre_dyr
MA049;10660;Mårhund;"Nyctereutes procyonoides";Racoon-dog;X;andre_dyr
MA050;10670;"Spættet Sæl";"Phoca vitulina";"Common Seal";X;andre_dyr
MA051;10680;Gråsæl;"Halichoerus grypus";"Grey Seal";X;andre_dyr
MA052;10690;Ringsæl;"Phoca hispida";"Ringed Seal";X;andre_dyr
MA053;10700;Klapmyds;"Cystophora cristata";"Hooded Seal";X;andre_dyr
MA054;10710;Grønlandssæl;"Phoca groenlandica";Saddleback;X;andre_dyr
MA055;10720;Hvalros;"Odobenus rosmarus";Walrus;X;andre_dyr
MA056;10730;Marsvin;"Phocoena phocoena";"Common Porpoise";X;andre_dyr
MA057;10740;Hvidnæse;"Lagenorhynchus albirostris";"White-beaked Porpoise";X;andre_dyr
MA058;10750;Hvidskæving;"Lagenorhynchus acutus";"White-sided Porpoise";X;andre_dyr
MA059;10760;Grindehval;"Globicephala melas";"Pilot Whale";X;andre_dyr
MA060;10770;Spækhugger;"Orcinus orca";"Killer Whale";X;andre_dyr
MA061;10780;Halvspækhugger;"Pseudorca crassidens";"False Killer Whale";X;andre_dyr
MA062;10790;"Rissos Delfin (Halvgrindehval)";"Grampus griseus";"Rissos Dolphin";X;andre_dyr
MA063;10800;Øresvin;"Tursiops truncatus";"Bottle-nosed Dolphin";X;andre_dyr
MA064;10810;"Almindelig Delfin";"Delphinus delphis";"Common Dolphin";X;andre_dyr
MA065;10820;Hvidhval;"Delphinapterus leucas";"White Whale";X;andre_dyr
MA066;10830;Døgling;"Hyperoodon ampullatus";"Northern Bottlenose Whale";X;andre_dyr
MA067;10840;"Almindelig Næbhval";"Mesoplodon bidens";"Sowerbys Beaked Whale";X;andre_dyr
MA068;10850;Kaskelot;"Physeter macrocephalus";Spermwhale;X;andre_dyr
MA069;10860;Vågehval;"Balaenoptera acutorostrata";"Piked Whale";X;andre_dyr
MA070;10870;Blåhval;"Balaenoptera musculus";"Blue Whale";X;andre_dyr
MA071;10880;Finhval;"Balaenoptera physalus";"Fin Whale";X;andre_dyr
MA072;10890;Sejhval;"Balaenoptera borealis";"Sei Whale";X;andre_dyr
MA073;10900;Pukkelhval;"Megaptera novaeangliae";"Humpback Whale";X;andre_dyr
MA074;10910;Vildsvin;"Sus scrofa";"Wild Boar";X;andre_dyr
MA075;10920;Krondyr;"Cervus elaphus";"Red Deer";X;andre_dyr
MA076;10930;Dådyr;"Dama dama";"Fallow Deer";X;andre_dyr
MA077;10940;Sika;"Cervus nippon";"Sika Deer";X;andre_dyr
MA078;10950;Rådyr;"Capreolus capreolus";"Roe Deer";X;andre_dyr
MA084;10960;Muflon;"Ovis ammon";Argali;X;andre_dyr
MA079;10970;Bæver;"Castor fiber";Beaver;X;andre_dyr
MA080;10980;Elg;"Alces alces";Moose;X;andre_dyr
MA081;10990;Los;"Felis lynx";Lynx;X;andre_dyr
MA082;11000;Ulv;"Canis lupus";Wolf;X;andre_dyr
MA083;11010;Guldsjakal;"Canis aureus";"Golden Jackal";X;andre_dyr
MA109;11020;"Insektædere sp.";Insectivora;"Insectivores sp.";X;andre_dyr
MA119;11030;"Spidsmus sp.";Soricidae;"Shrews sp.";X;andre_dyr
MA129;11040;"Flagermus sp.";Chiroptera;"Bats sp.";X;andre_dyr
MA139;11050;"Gnaver sp.";Rodentia;"Rodents sp.";X;andre_dyr
MA149;11060;"Ægte Mus sp.";Muridae;"Typical Mice and Rats";X;andre_dyr
MA159;11070;"Studsmus sp.";Microtidae;"Voles sp.";X;andre_dyr
MA168;11080;Skovmår/Husmår;"Martes martes/M. foina";"Pine/Beech Marten";X;andre_dyr
MA169;11090;"Mårdyr sp.";Mustelidae;"Weasel, Mink, Badger, Marten, Otter sp.";X;andre_dyr
MA179;11100;"Sæl sp.";Pinnipedia;"Seal sp.";X;andre_dyr
MA189;11110;"Hval sp.";Cetacea;"Whale sp.";X;andre_dyr
MA199;11120;"Hjort sp.";Cervidae;"Deer sp.";X;andre_dyr
MA212;11130;Pipistrelflagermus;"Pipistrellus pipistrellus";"Common Pipistrelle";X;andre_dyr
MA312;11140;Dværgflagermus;"Pipistrellus pygmaeus";"Soprano Pipistrelle";X;andre_dyr
RE001;11150;Markfirben;"Lacerta agilis";"Sand Lizard";X;andre_dyr
RE002;11160;"Almindelig Firben";"Lacerta vivipara";"Common Lizard";X;andre_dyr
RE003;11170;Stålorm;"Anguis fragilis";"Slow Worm";X;andre_dyr
RE004;11180;Snog;"Natrix natrix";"Grass Snake";X;andre_dyr
RE005;11190;Glatsnog;"Coronella austriaca";"Smooth Snake";X;andre_dyr
RE006;11200;Æskulapsnog;"Elaphe longissima";"Aesculapian Snake";X;andre_dyr
RE007;11210;Hugorm;"Vipera berus";Adder;X;andre_dyr
RE008;11220;"Europæisk Sumpskildpadde";"Emys orbicularis";"European Pond Turtle";X;andre_dyr
RE009;11230;Læderskildpadde;"Dermochelys coriacea";"Leatherback Sea Turtle";X;andre_dyr
RE010;11240;Bastardskildpadde;"Lepidochelys kempii";"Kemps Ridley Sea Turtle";X;andre_dyr
RE011;11250;"Uægte Karette";"Caretta caretta";"Loggerhead Sea Turtle";X;andre_dyr
RE012;11260;"Nordamerikansk Terrapin";"Trachemys scripta";"Pond Slider";X;andre_dyr
RE109;11270;"Firben sp.";Lacertidae;"Lizard sp.";X;andre_dyr
RE119;11280;"Slange sp.";Serpentes;"Snake sp.";X;andre_dyr
RE129;11290;"Skildpadde sp.";Testudines;"Turtle sp.";X;andre_dyr
